1,926,87.25,0.35,7.72,0.02,1.27,9.01,0.96,1,0
2,798,94.43,0.3,5.58,0.55,1.68,7.8,0.78,1,0
3,832,89.33,0.31,6.71,0.17,1.25,8.13,0.86,1,0
4,822,96.08,0.31,5.57,0.32,2.14,8.03,0.79,1,0
5,759,101.09,0.28,4.91,0.21,2.25,7.37,0.68,1,0
6,841,82.09,0.32,5.17,0.21,2.87,8.26,0.95,1,0
7,821,80.35,0.31,5.4,0.18,2.44,8.03,0.94,1,0
8,916,86.18,0.34,6.25,0.27,2.39,8.9,0.96,1,0
9,943,84.32,0.35,7.12,0.36,1.75,9.24,1.03,1,0
10,815,92.32,0.31,4.58,0.23,3.16,7.96,0.81,1,0
11,898,84.4,0.34,6.73,0.12,1.99,8.83,0.99,1,0
12,886,80.34,0.34,6.91,0.15,1.65,8.71,1.02,1,0
13,875,84.6,0.33,6.4,0.0,2.21,8.61,0.96,1,0
14,925,92.19,0.35,6.12,0.55,2.33,8.99,0.91,1,0
15,938,77.17,0.35,7.62,0.0,1.57,9.19,1.12,1,0
16,974,84.48,0.37,7.83,0.0,1.7,9.53,1.06,1,0
17,888,78.44,0.33,5.84,0.02,2.84,8.69,1.04,1,0
18,838,78.85,0.32,5.44,0.57,2.21,8.22,0.99,1,0
19,940,83.36,0.35,6.81,0.11,2.28,9.2,1.04,1,0
20,943,86.14,0.35,7.23,0.49,1.49,9.22,1.0,1,0
21,925,87.41,0.35,7.6,0.22,1.24,9.06,0.97,1,0
22,926,90.76,0.35,7.13,0.0,1.91,9.05,0.94,1,0
23,984,86.92,0.37,7.48,0.0,2.17,9.66,1.04,1,0
24,927,94.11,0.35,6.11,0.24,2.68,9.02,0.89,1,0
25,892,77.44,0.34,6.01,0.14,2.6,8.75,1.07,1,0
26,890,78.77,0.34,6.58,0.14,2.06,8.77,1.06,1,0
27,800,68.78,0.3,6.44,0.0,1.42,7.86,1.08,1,0
28,966,81.4,0.37,7.67,0.0,1.82,9.49,1.1,1,0
29,1100,81.53,0.41,8.62,0.17,1.97,10.76,1.24,1,0
30,1143,99.24,0.43,7.91,0.21,3.02,11.14,1.04,1,0
31,1015,84.89,0.38,7.85,0.38,1.75,9.98,1.1,1,0
32,994,95.05,0.37,7.95,0.14,1.6,9.69,0.95,1,0
33,819,81.61,0.31,5.24,0.33,2.46,8.04,0.93,1,0
34,903,85.48,0.34,6.6,0.04,2.26,8.89,0.98,1,0
35,825,99.08,0.31,5.15,0.22,2.67,8.04,0.76,1,0
36,958,79.27,0.36,6.94,0.0,2.46,9.4,1.12,1,0
37,777,75.11,0.29,6.02,0.3,1.3,7.62,0.96,1,0
38,848,71.68,0.32,6.81,0.0,1.55,8.35,1.11,1,0
39,910,83.47,0.34,6.42,0.0,2.48,8.9,1.01,1,0
40,962,88.57,0.36,8.84,0.0,0.52,9.36,0.99,1,0
41,943,79.3,0.35,7.31,0.04,1.85,9.2,1.09,1,0
42,1016,91.12,0.38,7.69,0.0,2.2,9.89,1.01,1,0
43,922,70.85,0.35,7.46,0.17,1.45,9.08,1.21,1,0
44,934,85.81,0.35,7.29,0.56,1.26,9.11,0.99,1,0
45,1012,114.38,0.38,6.41,1.24,2.12,9.77,0.79,1,0
46,936,98.81,0.35,5.58,1.99,1.59,9.16,0.87,1,0
47,945,94.37,0.35,6.93,0.59,1.61,9.13,0.9,1,0
48,1077,83.39,0.41,7.77,0.65,2.14,10.55,1.18,1,0
49,951,87.74,0.36,6.67,0.86,1.81,9.34,1.0,1,0
50,856,95.11,0.32,7.52,0.17,0.6,8.29,0.81,1,0
51,885,81.82,0.33,6.06,0.06,2.57,8.68,0.99,1,0
52,1033,82.92,0.39,6.42,0.0,3.67,10.09,1.14,1,0
53,830,92.64,0.31,5.61,0.28,2.22,8.12,0.83,1,0
54,899,97.55,0.34,6.98,0.66,1.07,8.71,0.83,1,0
55,862,84.64,0.33,6.87,0.14,1.42,8.43,0.94,1,0
56,819,92.7,0.3,6.56,0.2,1.14,7.9,0.79,1,0
57,824,76.8,0.31,4.79,0.48,2.79,8.06,0.99,1,0
58,861,83.71,0.32,6.78,0.0,1.64,8.41,0.94,1,0
59,874,76.53,0.33,7.95,0.0,0.65,8.61,1.07,1,0
60,879,79.02,0.33,6.09,0.11,2.41,8.61,1.03,1,0
61,841,76.23,0.31,6.48,0.16,1.53,8.17,1.0,1,0
62,844,110.51,0.32,6.58,0.18,1.43,8.19,0.69,1,0
63,747,92.68,0.28,6.42,0.0,0.89,7.31,0.74,1,0
64,717,86.74,0.27,4.93,0.0,2.1,7.03,0.76,1,0
65,768,110.17,0.29,5.52,0.18,1.76,7.45,0.63,1,0
66,765,121.74,0.28,6.48,0.0,0.9,7.38,0.56,1,0
67,676,153.87,0.25,3.91,0.14,2.41,6.47,0.38,1,0
68,775,108.25,0.29,5.54,0.46,1.52,7.53,0.65,1,0
69,870,100.63,0.33,6.77,0.13,1.58,8.48,0.79,1,0
70,830,90.56,0.31,6.79,0.38,0.91,8.08,0.84,1,0
71,688,89.47,0.26,5.26,0.13,1.34,6.74,0.71,1,0
72,759,90.98,0.28,5.01,0.28,2.09,7.38,0.76,1,0
73,885,97.49,0.34,5.64,0.14,2.91,8.69,0.84,1,0
74,770,113.5,0.29,5.48,0.56,1.4,7.44,0.61,1,0
75,851,94.51,0.32,6.89,0.15,1.32,8.36,0.84,1,0
76,769,101.39,0.29,6.84,0.0,0.66,7.49,0.7,1,0
77,862,85.46,0.33,6.45,0.0,1.98,8.44,0.93,1,0
78,802,100.14,0.3,6.7,0.0,1.15,7.85,0.74,1,0
79,795,94.11,0.3,5.68,0.19,1.93,7.8,0.78,1,0
80,797,94.18,0.3,4.7,0.11,2.99,7.8,0.78,1,0
81,732,78.8,0.27,5.51,0.28,1.35,7.14,0.85,1,0
82,848,85.87,0.32,6.66,0.35,1.26,8.27,0.9,1,0
83,857,103.85,0.32,6.07,0.14,2.13,8.34,0.75,1,0
84,488,83.73,0.18,3.64,0.08,1.01,4.72,0.52,1,0
85,550,104.21,0.2,4.71,0.0,0.62,5.33,0.47,1,0
86,329,84.22,0.12,2.27,0.12,0.8,3.19,0.36,1,0
87,687,104.18,0.26,4.84,0.42,1.38,6.65,0.59,1,0
88,739,114.75,0.28,5.37,0.13,1.69,7.18,0.59,1,0
89,645,101.64,0.24,4.44,0.01,1.77,6.23,0.57,1,0
90,411,97.98,0.15,3.49,0.07,0.41,3.97,0.38,1,0
91,483,99.77,0.18,3.32,0.0,1.37,4.69,0.44,1,0
92,523,99.91,0.19,3.48,0.37,1.2,5.06,0.47,1,0
93,574,92.5,0.21,3.83,0.12,1.64,5.59,0.56,1,0
94,639,106.27,0.24,4.12,0.05,2.03,6.2,0.54,1,0
95,570,109.34,0.21,4.04,0.22,1.27,5.53,0.47,1,0
96,658,99.2,0.25,4.15,0.0,2.25,6.39,0.6,1,0
97,551,122.95,0.2,3.13,0.02,2.12,5.27,0.39,1,0
98,649,119.45,0.24,3.53,0.18,2.58,6.29,0.49,1,0
99,553,133.42,0.2,3.64,0.02,1.65,5.31,0.36,1,0
100,539,129.77,0.2,3.18,0.35,1.71,5.24,0.38,1,0
101,604,112.2,0.22,4.91,0.38,0.53,5.82,0.48,1,0
102,598,108.35,0.22,4.01,0.0,1.83,5.83,0.5,1,0
103,755,93.56,0.28,5.32,0.11,1.88,7.31,0.73,1,0
104,584,95.5,0.22,4.17,0.06,1.41,5.65,0.55,1,0
105,497,90.95,0.19,3.22,0.12,1.49,4.84,0.49,1,0
106,597,103.17,0.22,4.79,0.17,0.88,5.83,0.53,1,0
107,372,110.45,0.14,2.15,0.57,0.89,3.61,0.31,1,0
108,650,132.99,0.24,4.1,0.17,2.03,6.3,0.44,1,0
109,508,105.76,0.19,3.26,0.08,1.55,4.88,0.42,1,0
110,694,94.34,0.26,4.91,0.38,1.44,6.73,0.67,1,0
111,626,115.06,0.23,4.5,0.53,1.03,6.06,0.48,1,0
112,554,96.82,0.21,3.84,0.32,1.21,5.38,0.51,1,0
113,503,97.78,0.19,3.48,0.2,1.2,4.89,0.46,1,0
114,724,99.22,0.27,5.63,0.03,1.32,6.98,0.65,1,0
115,527,110.91,0.2,4.32,0.0,0.78,5.11,0.43,1,0
116,569,98.48,0.21,4.12,0.21,1.19,5.52,0.52,1,0
117,756,86.59,0.28,5.55,0.18,1.64,7.37,0.8,1,0
118,543,90.67,0.2,3.94,0.19,1.2,5.33,0.55,1,0
119,452,94.21,0.17,3.49,0.01,0.87,4.37,0.43,1,0
120,523,100.41,0.19,3.89,0.0,1.17,5.06,0.47,1,0
121,479,98.52,0.18,3.92,0.0,0.75,4.67,0.44,1,0
122,498,110.12,0.19,3.37,0.08,1.35,4.8,0.41,1,0
123,615,94.89,0.23,4.44,0.0,1.56,6.0,0.59,1,0
124,659,89.54,0.25,4.65,0.11,1.69,6.44,0.67,1,0
125,657,90.99,0.25,4.25,0.04,2.11,6.4,0.66,1,0
126,554,116.41,0.2,4.14,0.15,1.05,5.33,0.42,1,0
127,705,119.61,0.26,5.67,0.12,1.03,6.82,0.53,1,0
128,554,97.29,0.21,3.36,0.0,1.97,5.34,0.51,1,0
129,660,113.89,0.25,5.12,0.0,1.27,6.38,0.52,1,0
130,667,121.12,0.25,4.72,0.06,1.67,6.45,0.49,1,0
131,890,117.1,0.33,6.14,0.76,1.65,8.54,0.67,1,0
132,959,116.84,0.36,6.14,0.54,2.66,9.33,0.75,1,0
133,645,104.42,0.24,5.06,0.0,1.19,6.25,0.56,1,0
134,514,112.1,0.19,3.21,0.11,1.65,4.96,0.41,1,0
135,425,96.35,0.16,2.97,0.2,0.91,4.09,0.39,1,0
136,332,87.65,0.13,2.91,0.0,0.32,3.23,0.35,1,0
137,382,85.95,0.14,2.89,0.06,0.77,3.72,0.41,1,0
